"","home","home_scores","home_total_shots","home_shots_on_target","home_total_passes","home_long_passes","home_total_dribbles","home_successful_dribbles","home_total_tackles","home_successful_tackles","home_total_interceptions","home_total_clearances","home_total_blocks","home_total_offsides","home_total_fouls","home_total_aerial_duels","home_total_touches","home_total_loss_of_possession","home_turnover","home_total_errors","home_total_saves","home_total_claims","home_total_punches","away","away_scores","away_total_shots","away_shots_on_target","away_total_passes","away_long_passes","away_total_dribbles","away_successful_dribbles","away_total_tackles","away_successful_tackles","away_total_interceptions","away_total_clearances","away_total_blocks","away_total_offsides","away_total_fouls","away_total_aerial_duels","away_total_touches","away_total_loss_of_possession","away_turnover","away_total_errors","away_total_saves","away_total_claims","away_total_punches","result"
"967","Man City",0,22,5,544,38,29,18,32,16,8,15,10,3,5,9,722,12,5,0,2,0,1,"Everton",0,7,2,468,58,25,16,32,14,11,35,34,4,6,6,646,19,11,1,5,0,1,"0"
"968","Swansea",2,11,5,451,71,17,11,17,11,15,10,8,2,9,8,617,29,11,1,1,2,1,"Sunderland",4,7,4,430,61,11,6,33,22,9,33,13,2,12,7,594,15,9,0,3,1,1,"-1"
"969","Liverpool",3,22,6,535,71,25,11,27,21,20,20,14,4,9,17,717,19,10,1,1,1,1,"Arsenal",3,14,5,378,61,13,6,31,20,17,40,26,5,7,14,570,30,16,1,3,4,0,"0"
"970","Tottenham",0,21,5,454,81,16,5,19,14,15,37,17,2,13,28,660,29,10,1,1,1,0,"Leicester",1,10,2,293,70,16,5,33,28,16,51,25,2,10,18,500,19,14,1,5,1,1,"-1"
"971","Tottenham",4,26,11,621,48,17,9,24,18,11,19,7,1,8,17,775,21,9,0,1,0,1,"Sunderland",1,5,2,316,82,10,6,28,19,10,33,20,3,13,9,467,26,12,1,7,3,0,"1"
"972","Manchester City",4,17,4,490,54,16,12,34,22,26,34,8,0,10,16,669,32,12,1,3,0,0,"Crystal Palace",0,9,3,426,56,24,12,36,24,22,10,17,1,11,16,575,20,7,1,0,1,0,"1"
"973","Newcastle",2,23,10,446,60,27,10,32,23,18,20,17,2,9,13,618,27,18,0,2,1,0,"West Ham",1,10,3,437,69,23,9,34,24,14,17,17,1,4,12,607,31,21,0,8,1,1,"1"
"974","Southampton",3,9,5,465,64,17,9,19,14,16,34,14,2,10,17,609,17,8,0,0,1,1,"West Bromwich Albion",0,10,0,355,69,8,5,25,16,15,21,12,4,11,24,496,22,11,0,1,1,0,"1"
"975","Bournemouth",3,15,7,353,70,21,13,27,19,20,26,19,1,8,18,534,31,17,2,3,3,1,"Norwich",0,10,3,418,68,16,8,34,21,10,21,14,4,13,15,578,25,12,1,3,2,0,"1"
"976","Chelsea",3,15,7,569,51,25,13,40,26,21,15,10,3,12,15,766,26,16,1,2,0,0,"Everton",3,9,4,477,76,29,14,31,18,15,34,17,1,5,15,681,23,11,1,4,3,0,"0"
"977","Aston Villa",1,14,5,500,85,24,9,24,18,17,17,13,1,13,44,673,25,17,0,4,0,1,"Leicester",1,12,5,398,81,17,6,29,20,20,33,16,4,15,15,566,22,13,1,4,1,1,"0"
"978","Liverpool",0,19,4,491,60,20,12,49,36,14,11,14,3,6,16,661,28,7,0,0,1,0,"Man Utd",1,7,1,431,92,27,13,38,26,23,33,15,0,18,18,635,33,10,0,4,0,0,"-1"
"979","Stoke",0,14,6,406,64,14,8,25,9,19,18,17,9,16,21,549,25,18,0,3,0,0,"Arsenal",0,8,3,495,55,21,16,19,11,21,34,13,0,10,14,675,27,21,1,5,1,2,"0"
"980","Swansea",1,10,2,500,62,27,14,23,17,18,57,18,5,8,12,719,32,13,1,2,0,1,"Watford",0,13,2,377,88,14,5,46,32,21,30,21,0,11,24,563,26,15,0,1,0,1,"1"
"981","Norwich",4,6,5,401,86,23,13,30,20,14,32,13,1,10,28,573,29,16,3,2,1,0,"Liverpool",5,13,7,445,65,16,10,35,22,13,31,17,4,14,31,611,28,12,0,1,1,1,"-1"
"982","Leicester",3,15,5,359,67,27,16,26,19,14,19,15,1,10,22,541,25,14,0,2,4,0,"Stoke",0,3,2,441,81,15,7,36,20,8,25,13,0,13,27,604,30,19,0,2,4,1,"1"
"983","Man Utd",0,8,1,457,82,21,7,15,9,21,22,14,2,11,18,604,24,17,0,1,2,0,"Southampton",1,7,2,361,85,10,6,25,18,40,28,21,1,8,33,530,19,14,0,1,1,0,"-1"
"984","Crystal Palace",1,11,3,290,84,13,7,37,22,27,24,20,0,11,15,516,25,14,0,8,0,0,"Tottenham",3,25,11,533,61,20,15,24,17,7,44,17,2,12,19,779,30,12,1,3,2,1,"-1"
"985","Sunderland",1,10,5,377,65,18,6,27,20,17,37,14,2,5,15,555,23,11,1,4,3,0,"Bournemouth",1,15,5,505,50,22,7,29,23,25,35,18,1,9,13,721,27,19,0,4,1,0,"0"
"986","Watford",2,13,5,473,88,25,12,40,31,32,17,10,1,10,28,652,26,16,0,1,3,2,"Newcastle United",1,11,2,431,82,24,9,30,18,17,17,12,1,12,17,601,28,10,1,3,1,1,"1"
"987","West Brom",0,4,0,279,69,14,6,26,17,23,34,12,1,7,20,458,31,15,0,4,2,0,"Aston Villa",0,15,4,445,74,18,9,27,21,15,33,10,1,13,22,625,27,17,0,0,4,2,"0"
"988","West Ham",2,10,3,401,81,27,13,36,23,11,24,23,1,11,18,589,24,21,1,1,2,0,"Man City",2,16,3,474,54,22,13,29,16,18,36,14,1,15,26,659,35,18,0,1,0,1,"0"
"989","Everton",1,20,2,592,75,17,11,22,16,17,11,10,2,5,21,810,26,16,2,3,1,0,"Swansea",2,8,5,422,67,14,6,26,15,25,37,30,0,12,8,620,23,13,1,2,3,3,"-1"
"990","Arsenal",0,9,1,466,35,30,19,27,17,17,14,11,1,14,9,643,27,13,1,4,1,0,"Chelsea",1,12,6,549,63,18,10,42,23,13,25,17,7,13,10,708,18,8,0,1,1,1,"-1"
"991","Arsenal",0,22,11,535,46,30,14,26,23,22,14,19,0,11,17,774,37,17,1,3,4,0,"Southampton",0,14,3,274,62,12,3,46,32,33,31,23,2,19,8,480,28,12,0,10,5,0,"0"
"992","Leicester",2,13,6,325,77,26,12,28,16,32,39,27,3,6,26,570,29,11,0,1,1,1,"Liverpool",0,14,1,566,80,20,12,42,30,11,29,15,2,7,35,807,31,23,0,4,0,1,"1"
"993","Norwich",0,11,3,355,86,9,2,20,17,13,32,11,5,8,20,519,34,17,3,3,1,1,"Tottenham",3,17,6,426,80,9,3,26,24,15,28,21,0,9,13,591,27,13,0,2,2,1,"-1"
"994","West Ham",2,25,6,657,61,23,15,24,16,17,19,9,5,9,15,832,27,12,0,2,0,1,"Aston Villa",0,5,2,303,73,17,8,35,20,21,25,8,0,11,16,453,23,12,0,4,1,0,"1"
"995","Sunderland",0,11,3,411,68,19,15,52,33,15,39,14,4,6,14,601,28,10,1,1,0,0,"Man City",1,7,2,431,58,36,19,36,21,20,45,15,2,15,19,637,34,14,0,2,1,4,"-1"
"996","Crystal Palace",1,14,3,384,85,26,12,15,11,19,21,12,3,11,21,567,18,13,1,2,0,0,"Bournemouth",2,8,4,386,79,13,4,28,16,10,45,7,0,15,11,546,23,20,0,2,3,0,"-1"
"997","Man Utd",3,15,5,461,61,10,7,28,21,19,27,15,3,13,20,606,16,7,0,0,1,1,"Stoke",0,10,0,519,68,16,7,19,12,15,8,11,1,13,18,646,26,12,1,2,0,0,"1"
"998","West Brom",1,17,7,373,81,11,10,19,14,27,17,22,2,12,28,554,27,17,1,3,0,0,"Swansea",1,18,4,481,70,9,5,20,10,26,45,13,0,13,23,672,25,15,0,5,2,2,"0"
"999","Everton",3,18,7,480,80,22,13,41,30,15,27,14,0,8,14,657,22,10,1,3,2,1,"Newcastle",0,7,3,372,57,28,11,34,21,14,18,20,1,15,10,544,35,19,1,5,0,0,"1"
"1000","Watford",0,12,3,449,66,25,12,32,20,29,20,14,0,10,19,634,22,9,0,4,4,2,"Chelsea",0,12,4,555,73,19,12,34,22,21,23,20,2,13,11,739,28,13,0,3,2,0,"0"
"1001","Man City",1,22,4,565,46,21,12,28,14,21,29,7,1,9,24,760,25,7,1,4,0,2,"Leicester",3,14,7,296,63,29,14,39,27,18,27,34,1,15,12,479,13,10,2,3,1,1,"-1"
"1002","Newcastle",1,19,7,506,68,20,11,14,13,20,12,9,1,12,17,668,26,17,0,0,0,0,"West Brom",0,7,0,228,55,6,1,29,18,29,28,16,2,12,19,385,20,11,0,6,2,1,"1"
"1003","Stoke",0,12,3,616,49,28,14,24,13,15,7,18,1,11,8,776,31,18,1,3,0,0,"Everton",3,14,6,326,76,18,11,39,25,14,35,23,1,8,17,502,21,14,0,3,3,0,"-1"
"1004","Tottenham",1,25,8,555,80,29,17,22,14,21,17,14,2,12,11,760,35,20,1,0,1,0,"Watford",0,3,0,297,78,14,8,40,23,27,35,26,3,9,14,487,31,21,1,8,3,5,"1"
"1005","Swansea",1,18,3,465,51,11,6,35,25,16,35,18,1,11,22,667,34,16,0,1,1,2,"Crystal Palace",1,12,2,337,81,18,10,28,22,25,35,20,0,14,27,535,33,14,0,2,0,1,"0"
"1006","Aston Villa",2,10,2,386,84,19,7,21,16,21,38,21,1,10,16,595,17,8,2,3,1,1,"Norwich",0,14,5,400,69,8,5,27,20,8,27,12,5,11,14,605,25,11,0,1,2,1,"1"
"1007","Liverpool",2,16,5,692,82,21,15,19,16,13,10,13,3,4,8,843,28,14,2,0,0,0,"Sunderland",2,7,2,282,74,9,3,34,19,16,46,16,2,12,14,436,22,11,1,3,0,1,"0"
"1008","Southampton",1,8,2,280,53,5,2,26,19,17,47,16,0,17,14,447,27,10,0,2,2,0,"West Ham",0,18,2,503,54,16,7,21,19,5,24,5,3,10,6,672,25,15,1,1,0,0,"1"
"1009","Bournemouth",0,17,4,485,62,20,11,29,22,19,24,9,3,6,9,673,28,17,1,3,1,0,"Arsenal",2,10,5,487,64,16,7,30,19,26,32,22,6,8,10,671,33,20,0,4,2,0,"-1"
"1010","Chelsea",1,16,5,412,55,25,12,34,23,8,25,19,1,6,16,605,23,14,0,6,0,0,"Man Utd",1,17,7,433,53,18,11,32,20,13,29,20,1,9,15,620,26,10,0,4,1,0,"0"
"1011","Sunderland",2,21,5,251,58,14,7,21,16,22,46,12,2,7,11,465,21,9,0,5,0,1,"Man Utd",1,13,6,501,64,17,5,24,17,14,21,13,6,15,10,695,24,15,0,3,0,0,"1"
"1012","Crystal Palace",1,15,5,384,86,25,13,25,18,18,24,13,6,16,31,590,38,15,0,2,0,0,"Watford",2,10,4,344,77,11,7,43,30,22,34,16,0,14,17,531,26,12,0,4,3,2,"-1"
"1013","Everton",0,33,6,644,61,21,15,20,14,12,17,8,1,10,14,849,30,16,0,0,0,0,"West Brom",1,5,1,215,71,7,6,32,17,16,64,35,2,12,24,419,35,21,1,5,3,1,"-1"
"1014","Bournemouth",1,11,2,550,74,22,7,23,15,11,8,9,1,7,7,692,20,14,0,3,2,0,"Stoke",3,11,6,290,58,17,8,23,16,25,30,18,2,18,13,452,21,14,0,1,1,0,"-1"
"1015","Swansea",0,13,2,466,66,8,3,13,11,21,27,20,0,10,15,633,22,15,0,4,0,1,"Southampton",1,14,5,401,85,7,2,14,11,16,58,16,2,12,26,569,21,12,0,2,0,1,"-1"
"1016","Norwich",2,13,3,376,85,12,9,36,21,10,25,14,3,16,21,530,19,8,0,4,2,1,"West Ham",2,11,6,401,75,26,15,23,14,23,23,18,8,11,24,579,28,17,1,1,3,1,"0"
"1017","Chelsea",5,14,7,555,56,16,8,28,21,12,19,19,2,11,12,712,27,19,0,2,2,0,"Newcastle",1,10,3,452,64,16,7,22,14,23,16,15,0,16,6,601,34,20,2,2,1,0,"1"
"1018","Arsenal",2,24,6,671,47,33,16,26,17,15,18,10,5,9,30,903,33,12,0,2,1,0,"Leicester",1,7,3,269,68,24,9,53,37,26,32,28,2,10,17,462,18,12,0,4,0,0,"1"
"1019","Aston Villa",0,6,1,410,49,28,10,28,19,34,24,8,0,10,9,576,19,11,2,3,0,1,"Liverpool",6,11,9,635,50,17,9,34,24,20,17,5,1,9,11,786,26,13,0,1,1,1,"-1"
"1020","Man City",1,19,4,468,52,24,12,40,26,18,23,15,4,12,18,652,30,8,0,1,1,0,"Tottenham",2,6,3,564,70,23,14,45,33,16,34,24,1,17,11,753,31,12,0,3,0,3,"-1"
"1021","West Ham",1,9,3,417,97,23,13,24,17,23,24,14,0,11,15,593,34,16,1,4,1,0,"Sunderland",0,13,4,377,78,16,7,39,26,15,26,12,2,9,17,538,23,15,0,2,0,0,"1"
"1022","Watford",0,14,1,313,88,14,9,27,14,16,26,15,3,14,14,478,29,13,0,3,3,0,"Bournemouth",0,11,3,350,75,22,13,29,20,12,42,18,3,16,22,543,33,26,0,1,2,1,"0"
"1023","Leicester",1,13,3,462,82,20,10,22,14,18,10,13,1,9,23,618,20,11,0,1,3,1,"Norwich",0,9,1,337,71,17,8,27,17,14,56,20,4,11,27,523,23,14,0,2,1,0,"1"
"1024","Southampton",1,7,2,338,64,10,4,29,14,18,28,19,5,10,12,486,17,9,0,2,1,1,"Chelsea",2,16,4,660,50,25,15,17,13,7,33,11,2,11,18,818,14,9,2,1,0,4,"-1"
"1025","Stoke",2,11,3,492,68,21,9,15,10,16,19,12,2,7,19,636,17,12,0,0,1,0,"Aston Villa",1,5,1,408,70,18,5,24,15,20,32,17,2,15,14,559,17,13,0,3,1,1,"1"
"1026","West Bromwich Albion",3,11,5,370,65,14,9,22,14,10,34,19,1,14,29,526,26,18,1,0,1,0,"Crystal Palace",2,15,2,427,86,17,8,20,11,14,16,6,1,16,27,575,24,17,0,2,4,0,"1"
"1027","Tottenham",2,34,15,450,72,8,5,14,11,21,25,8,3,11,22,627,24,9,0,3,0,0,"Swansea",1,10,4,335,89,4,3,23,18,19,47,17,3,14,15,531,17,7,1,13,4,2,"1"
"1028","Man Utd",3,7,5,347,70,13,6,35,24,15,29,9,2,21,4,498,28,18,0,3,0,0,"Arsenal",2,13,5,543,44,17,11,20,14,17,18,8,1,15,10,699,34,16,1,2,1,0,"1"
"1029","Aston Villa",1,14,5,457,48,19,9,25,19,17,18,14,0,8,15,629,25,13,0,3,1,1,"Everton",3,10,7,537,87,12,6,29,20,10,44,24,1,7,12,719,25,12,0,4,1,0,"-1"
"1030","Bournemouth",2,9,4,336,74,15,7,18,12,10,30,12,1,11,20,532,22,16,0,1,3,0,"Southampton",0,6,1,424,75,8,6,20,13,9,38,17,4,18,27,605,21,10,1,2,0,1,"1"
"1031","Leicester",2,22,4,488,90,25,11,30,23,25,14,10,1,10,26,707,12,8,0,1,0,0,"West Brom",2,12,3,273,70,9,7,25,14,24,38,31,4,8,27,498,30,9,4,4,0,0,"0"
"1032","Norwich",1,13,2,447,74,26,15,26,13,16,19,14,3,17,12,612,19,7,0,0,2,0,"Chelsea",2,10,2,520,76,22,13,37,22,19,27,19,2,5,10,699,20,12,0,2,4,1,"-1"
"1033","Sunderland",2,17,6,427,76,17,9,27,17,14,22,13,0,11,23,588,23,14,1,3,2,1,"Crystal Palace",2,13,5,293,75,20,10,22,13,19,24,9,3,14,18,469,34,23,0,4,2,0,"0"
"1034","West Ham",1,14,3,266,71,24,11,23,19,29,33,13,7,10,18,471,34,13,0,2,1,2,"Tottenham",0,9,3,502,73,19,4,43,32,17,20,20,2,11,24,687,32,24,0,2,0,0,"1"
"1035","Stoke",1,9,2,459,52,19,9,43,29,16,26,12,1,11,12,645,32,22,0,3,3,0,"Newcastle",0,5,3,373,75,25,14,27,18,16,27,10,1,6,26,544,33,13,0,1,3,3,"1"
"1036","Arsenal",1,17,4,621,48,22,13,37,28,17,15,12,3,8,6,803,24,14,1,0,0,1,"Swansea",2,11,2,369,68,21,9,32,19,9,33,26,3,11,4,544,28,11,0,3,2,3,"-1"
"1037","Liverpool",3,11,7,468,62,24,13,53,34,22,23,19,4,14,11,647,31,13,0,1,0,0,"Man City",0,4,1,470,59,27,19,40,27,19,27,8,1,14,11,659,43,15,0,4,0,2,"1"
"1038","Man Utd",1,14,3,504,80,32,17,30,21,21,8,11,2,7,4,675,29,14,3,3,0,0,"Watford",0,13,4,307,76,18,9,43,26,16,24,15,0,17,18,483,27,11,0,2,1,0,"1"
"1039","Tottenham",2,26,11,423,59,22,9,41,30,18,21,16,2,10,9,628,34,22,0,2,0,0,"Arsenal",2,10,4,414,61,24,11,34,25,23,34,18,1,10,16,611,33,15,0,9,0,0,"0"
"1040","Chelsea",1,20,7,441,50,24,11,36,18,17,17,14,3,9,13,621,20,11,2,4,3,1,"Stoke",1,17,5,477,60,29,18,32,21,18,18,11,4,10,14,668,25,16,2,6,0,0,"0"
"1041","Southampton",1,16,5,496,68,14,10,19,10,14,40,19,1,9,23,674,20,11,1,2,2,0,"Sunderland",1,11,3,265,81,13,9,22,12,14,37,25,1,9,19,429,16,9,1,4,5,1,"0"
"1042","Swansea",1,10,3,428,73,14,8,29,20,20,37,11,3,14,12,609,27,14,1,3,4,0,"Norwich",0,8,3,341,73,19,9,23,15,23,37,16,3,15,27,510,21,11,0,2,3,1,"1"
"1043","Everton",2,15,8,343,71,18,10,26,19,15,33,13,1,12,8,527,29,14,0,2,2,2,"West Ham",3,17,5,476,44,15,7,33,23,16,24,20,3,13,12,673,26,15,0,6,2,0,"-1"
"1044","Manchester City",4,22,9,811,53,18,9,23,17,22,4,7,2,10,9,967,25,9,0,1,1,0,"Aston Villa",0,2,1,328,53,19,6,32,23,21,31,20,0,10,15,483,22,14,2,5,2,1,"1"
"1045","Newcastle United",1,15,3,433,87,23,15,45,26,17,27,19,1,14,12,656,31,16,0,3,2,0,"Bournemouth",3,16,5,448,78,39,19,35,20,26,33,18,1,8,24,702,27,19,0,2,1,1,"-1"
"1046","Watford",0,11,4,413,96,25,13,39,27,23,21,17,2,10,28,597,23,8,0,5,0,0,"Leicester",1,14,7,415,86,28,12,39,26,20,25,17,1,11,22,611,31,18,0,4,0,0,"-1"
"1047","Crystal Palace",1,14,4,342,79,26,9,21,13,20,17,15,3,12,17,510,19,11,1,3,0,0,"Liverpool",2,19,5,564,62,12,8,32,23,12,32,18,2,16,20,752,22,13,1,3,5,1,"-1"
"1048","West Brom",1,9,2,439,71,18,7,33,19,21,23,22,5,8,20,621,32,13,0,1,1,0,"Man Utd",0,7,1,503,89,26,14,35,28,17,18,13,1,7,16,673,23,14,0,1,1,0,"1"
"1049","Norwich",0,5,0,319,62,11,3,38,27,13,48,27,2,15,23,504,21,6,0,3,0,0,"Manchester City",0,15,3,625,67,27,11,24,21,14,36,12,1,10,32,806,25,10,0,0,0,2,"0"
"1050","Stoke",1,13,2,535,71,22,12,30,21,10,15,14,0,13,26,708,34,24,0,2,1,0,"Southampton",2,11,4,345,70,11,9,32,20,10,42,13,1,12,20,508,32,12,0,1,0,0,"-1"
"1051","Bournemouth",3,12,4,365,77,32,9,31,19,25,24,21,1,12,16,533,20,11,0,2,0,0,"Swansea",2,13,4,463,81,24,12,38,29,20,24,14,1,11,12,639,21,13,1,1,0,2,"1"
"1052","Aston Villa",0,12,2,327,61,26,11,31,23,29,25,26,3,6,13,527,23,16,0,6,4,2,"Tottenham",2,19,8,574,67,13,8,32,21,14,37,12,2,6,9,752,28,10,0,2,2,0,"-1"
"1053","Leicester",1,10,1,458,70,18,6,35,21,24,19,22,0,4,26,634,31,16,0,2,2,1,"Newcastle United",0,12,2,466,88,24,14,32,26,16,26,26,1,9,23,637,18,5,0,0,2,2,"1"
"1054","Everton",0,8,2,506,81,16,9,43,24,17,14,21,1,7,11,721,22,7,1,1,0,0,"Arsenal",2,11,3,449,47,35,19,29,20,30,32,12,3,10,13,685,34,20,0,2,1,0,"-1"
"1055","Chelsea",2,22,5,534,65,29,15,23,18,15,18,13,1,13,18,710,23,16,0,3,0,0,"West Ham",2,13,6,364,67,13,5,35,20,18,27,23,2,14,23,539,26,14,0,3,3,2,"0"
"1056","Crystal Palace",0,13,4,428,89,31,18,28,15,19,26,12,0,9,28,627,30,14,0,2,0,0,"Leicester",1,8,3,346,86,23,13,46,28,21,44,16,0,13,25,551,23,17,0,4,3,2,"-1"
"1057","Watford",1,9,4,454,67,24,14,27,19,18,16,13,2,10,24,630,22,13,3,4,1,0,"Stoke",2,9,6,432,81,21,8,32,18,11,38,23,4,14,23,604,23,15,1,3,2,0,"-1"
"1058","West Bromwich Albion",0,10,0,361,92,11,6,28,17,24,36,13,4,8,30,530,23,7,1,0,3,0,"Norwich",1,7,1,363,92,16,11,26,20,6,49,25,2,13,20,532,23,8,1,0,2,2,"-1"
"1059","Swansea",1,10,1,466,58,13,7,33,19,25,49,20,3,9,18,682,41,18,1,2,4,1,"Aston Villa",0,12,2,387,76,30,14,34,27,32,23,13,0,10,22,588,17,11,1,0,0,1,"1"
"1060","Newcastle",1,17,8,434,76,27,15,35,24,9,31,8,1,14,23,626,30,15,0,3,4,0,"Sunderland",1,14,4,299,80,24,11,40,25,6,34,20,1,7,17,475,25,12,0,6,7,0,"0"
"1061","Southampton",3,16,5,466,62,14,9,32,18,22,31,22,3,10,20,646,17,10,0,6,0,0,"Liverpool",2,17,8,485,59,23,14,20,11,12,24,16,2,13,14,631,19,10,2,2,0,1,"1"
"1062","Tottenham",3,17,8,601,79,14,6,40,20,15,25,12,3,11,16,746,26,10,0,0,2,0,"Bournemouth",0,2,0,338,76,37,20,26,20,17,29,11,5,6,9,517,18,10,1,4,0,0,"1"
"1063","Man City",0,26,3,454,41,32,20,35,21,24,29,14,2,9,24,667,20,6,0,3,0,1,"Man Utd",1,5,4,398,64,30,14,46,26,17,23,19,1,12,10,546,16,8,0,3,0,0,"-1"
"1064","Aston Villa",0,15,4,411,58,21,12,33,23,19,12,9,0,12,20,578,28,14,2,4,1,0,"Chelsea",4,11,8,604,54,21,10,33,21,12,20,21,3,8,10,765,29,13,1,4,2,3,"-1"
"1065","Bournemouth",0,11,2,459,64,36,12,30,17,16,20,11,2,9,11,614,16,11,2,3,1,0,"Man City",4,15,7,557,62,18,13,39,27,17,17,13,4,8,7,701,18,6,0,2,1,0,"-1"
"1066","Norwich",3,13,6,344,77,12,7,17,11,6,31,13,4,6,19,514,27,20,0,3,3,0,"Newcastle United",2,13,5,475,81,12,6,19,12,11,32,12,3,11,15,643,19,13,1,3,5,0,"1"
"1067","Stoke",2,12,5,449,64,18,7,24,16,18,21,16,5,6,11,594,8,4,0,1,4,2,"Swansea",2,12,3,489,45,13,8,19,12,16,23,16,1,16,7,656,27,16,0,3,3,0,"0"
"1068","Sunderland",0,22,7,389,71,25,11,24,17,14,46,9,5,11,15,579,18,11,1,0,2,0,"West Brom",0,3,0,303,88,18,7,24,13,19,30,17,0,13,17,462,26,18,0,7,1,0,"0"
"1069","West Ham",2,18,6,499,85,32,15,21,12,9,27,13,2,12,18,663,19,14,2,2,2,1,"Crystal Palace",2,12,5,227,60,18,9,33,18,14,22,18,5,19,19,398,22,15,0,4,1,0,"0"
"1070","Arsenal",4,19,12,773,50,18,8,15,13,27,25,9,1,7,13,946,24,12,0,2,1,0,"Watford",0,7,3,328,54,9,2,28,20,18,23,15,3,10,19,492,21,14,1,8,0,2,"1"
"1071","Liverpool",1,15,7,367,60,14,6,49,29,23,28,24,0,11,8,572,29,16,1,4,0,0,"Tottenham",1,18,5,520,67,29,20,23,17,20,28,29,1,11,17,729,35,11,1,7,3,2,"0"
"1072","Leicester",1,11,4,364,68,27,9,30,22,14,41,18,2,12,17,534,8,5,0,1,2,0,"Southampton",0,10,2,407,54,10,8,29,20,11,38,19,2,13,28,599,34,13,0,4,2,0,"1"
"1073","Man Utd",1,10,2,514,67,22,8,22,13,21,23,13,2,15,10,690,27,9,0,1,1,0,"Everton",0,7,1,428,87,16,9,38,30,22,21,17,3,6,9,605,28,20,1,1,1,0,"1"
"1074","West Ham",3,19,7,355,52,24,11,32,19,19,27,14,2,11,14,531,13,6,0,2,3,0,"Arsenal",3,11,6,566,36,19,13,29,18,15,17,16,1,8,14,741,32,17,1,4,1,1,"0"
"1075","Watford",1,13,4,326,87,15,8,27,19,17,19,11,3,13,28,511,17,7,2,6,2,1,"Everton",1,13,7,455,90,19,8,22,14,8,26,18,3,10,19,652,19,9,0,4,0,0,"0"
"1076","Aston Villa",1,6,1,381,66,23,18,31,22,12,20,9,2,13,16,525,20,10,1,1,1,0,"Bournemouth",2,12,3,548,84,24,9,32,14,21,29,4,1,11,20,708,24,15,0,0,2,0,"-1"
"1077","Crystal Palace",1,13,7,315,90,15,12,20,11,26,23,10,3,13,28,497,15,11,0,4,2,1,"Norwich",0,13,4,301,77,13,9,19,7,6,35,15,2,10,31,447,18,11,1,4,0,1,"1"
"1078","Southampton",3,20,6,429,59,15,9,22,15,19,21,10,2,8,12,596,25,11,1,2,1,0,"Newcastle",1,5,3,426,75,11,7,29,20,20,31,21,1,7,6,592,27,15,0,3,2,2,"1"
"1079","Swansea",1,12,6,403,71,22,9,39,26,34,32,15,1,15,12,603,24,15,0,2,5,0,"Chelsea",0,8,2,616,49,30,13,26,17,9,15,16,3,13,11,799,26,16,4,5,1,0,"1"
"1080","Man City",2,13,4,548,53,21,9,23,11,8,27,22,3,10,12,704,22,10,0,1,2,2,"West Brom",1,13,2,316,54,18,12,30,21,16,24,14,1,7,18,484,18,11,0,2,1,0,"1"
"1081","Sunderland",0,15,1,339,71,25,14,57,35,17,66,12,2,9,29,580,31,17,0,5,3,0,"Leicester",2,16,7,408,79,47,22,38,24,18,36,15,1,9,20,613,26,13,0,1,0,1,"-1"
"1082","Tottenham",3,16,8,395,71,20,12,35,27,22,31,27,3,10,11,584,31,12,0,1,0,0,"Man Utd",0,5,1,442,74,16,8,36,24,17,21,16,3,10,10,614,36,16,0,7,2,0,"1"
"1083","Liverpool",4,14,6,485,46,17,10,28,18,12,16,13,1,14,3,631,21,5,0,2,2,0,"Stoke",1,11,3,429,67,14,10,29,19,15,20,15,3,14,11,577,26,10,0,2,2,0,"1"
"1084","Crystal Palace",0,19,7,510,49,18,8,32,23,15,30,17,0,7,21,720,25,16,0,5,2,0,"Everton",0,9,5,399,62,19,9,24,16,14,46,13,0,9,15,583,22,6,2,7,4,0,"0"
"1085","Norwich",0,19,7,404,96,21,12,17,9,6,18,6,3,7,20,555,24,16,1,0,0,0,"Sunderland",3,8,3,240,69,14,8,26,14,9,79,22,5,11,26,431,19,15,1,6,4,5,"-1"
"1086","West Bromwich Albion",0,17,4,425,77,24,17,19,13,20,18,11,1,11,23,661,26,14,1,3,2,0,"Watford",1,11,4,349,93,9,6,34,17,15,31,24,0,17,23,554,31,20,1,4,3,1,"-1"
"1087","Everton",1,7,2,392,63,19,13,19,11,10,50,19,0,8,14,564,23,11,0,3,3,0,"Southampton",1,18,4,377,56,13,8,28,15,15,16,14,3,14,23,541,25,16,0,1,0,0,"0"
"1088","Man Utd",1,13,4,581,63,7,4,25,18,11,10,8,4,9,10,718,35,17,0,1,0,0,"Aston Villa",0,7,1,294,51,17,7,25,21,16,23,26,0,10,11,457,31,19,0,3,3,1,"1"
"1089","Newcastle United",3,12,7,290,61,17,7,29,22,19,18,28,4,13,12,446,21,11,0,1,0,1,"Swansea",0,11,1,561,68,15,7,27,20,15,16,19,0,9,16,724,26,10,0,4,2,1,"1"
"1090","Chelsea",0,11,4,529,44,23,14,42,20,7,8,15,5,12,6,680,23,16,0,4,0,0,"Man City",3,11,8,509,42,31,22,27,13,25,33,26,1,15,12,691,26,13,0,3,1,3,"-1"
"1091","Leicester",2,6,2,332,67,15,6,23,14,8,33,20,2,14,17,476,24,17,0,2,2,0,"West Ham",2,19,4,407,67,15,9,18,12,27,18,8,0,14,16,573,27,18,0,0,1,0,"0"
